Significant,p-value(-log10),Difference(z-score),Protein IDs,Majority protein IDs,uniprot,Symbol color,Symbol type,Symbol size,Show label,GOBP name,GOMF name,GOCC name,Taxonomy,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS Count,oxidized 48h a LFQ,oxidized 72h a LFQ,oxidized 48h b LFQ,oxidized 72h b LFQ,oxidized 48h c LFQ,oxidized 72h c LFQ,reduced 48h a LFQ,reduced 72h a LFQ,reduced 48h b LFQ,reduced 72h b2 LFQ,reduced 48h c LFQ,reduced 72h c LFQ
,1.208505166,0.84711519,sp|P05375|PEM2_YEAST,sp|P05375|PEM2_YEAST,P05375,Color [DarkGray],1,4,,"catalytic activity;methyltransferase activity;N-methyltransferase activity;phosphatidylethanolamine N-methyltransferase activity;phosphatidyl-N-dimethylethanolamine N-methyltransferase activity;phosphatidyl-N-methylethanolamine N-methyltransferase activity;S-adenosylmethionine-dependent methyltransferase activity;transferase activity;transferase activity, transferring one-carbon groups",cell part;cytoplasmic part;endoplasmic reticulum membrane;endoplasmic reticulum part;integral to membrane;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;organelle membrane;organelle part,alcohol metabolic process;amine metabolic process;biosynthetic process;cellular lipid metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;lipid metabolic process;metabolic process;nitrogen compound metabolic process;primary metabolic process;small molecule metabolic process,PEM2_YEAST,7,7,7,46.1,46.1,46.1,23.15,0,75.3,3545000000,117,0.3536572,0.1300134,0.4927469,0.3063518,0.2644733,0.3756507,-1.062806,-0.01671008,0.05018139,-0.02627993,-0.4178438,-0.3928722
,0.546516931,-0.200426757,sp|P20051|PYRC_YEAST,sp|P20051|PYRC_YEAST,P20051,Color [DarkGray],1,4,,"binding;catalytic activity;cation binding;dihydroorotase activity;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides;ion binding;metal ion binding",,biosynthetic process;cellular aromatic compound metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleoside metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process,PYRC_YEAST,7,7,7,25.5,25.5,25.5,40.313,0,109.87,999750000,79,-1.187235,-0.5500984,-1.311695,-0.8925698,-0.8073945,-0.5235856,-0.9902138,-0.6360251,-0.7941495,-0.9969708,-0.9206811,-1.453298
,0.133823078,0.192054356,sp|P32803|EMP24_YEAST,sp|P32803|EMP24_YEAST,P32803,Color [DarkGray],1,4,,,cell part;coated vesicle;cytoplasmic membrane-bounded vesicle;cytoplasmic part;cytoplasmic vesicle;endoplasmic reticulum;endoplasmic reticulum membrane;endoplasmic reticulum part;ER to Golgi transport vesicle;Golgi apparatus part;Golgi membrane;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;membrane-bounded organelle;membrane-bounded vesicle;organelle;organelle membrane;organelle part;transport vesicle;vesicle,biological regulation;cellular component organization;cellular process;establishment of localization;Golgi vesicle transport;organelle organization;protein transport;transport;vesicle organization;vesicle-mediated transport,EMP24_YEAST,7,7,7,38.9,38.9,38.9,23.332,0,160.65,2124000000,86,-1.413458,-0.875275,-0.4611092,-0.561456,-0.6281227,-0.7081338,-1.45297,-0.9619468,-0.1469543,-0.6359943,-1.478928,-1.01215
,1.112492198,0.38889723,sp|P38116|ARL1_YEAST,sp|P38116|ARL1_YEAST,P38116,Color [DarkGray],1,4,,"binding;catalytic activity;GTP binding;GTPase activity;guanyl nucleotide binding;guanyl ribonucleotide binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding",cell part;cytoplasmic part;cytosol;Golgi apparatus;Golgi apparatus part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane-bounded organelle;organelle;organelle part;trans-Golgi network,biological regulation;cellular component organization;cellular membrane organization;cellular process;endocytosis;establishment of localization;Golgi vesicle transport;membrane invagination;membrane organization;metabolic process;protein targeting;protein transport;response to stimulus;signal transduction;transport;vacuolar transport;vesicle-mediated transport,ARL1_YEAST,7,7,7,54.6,54.6,54.6,20.434,0,57.318,685940000,62,-0.8775753,-1.082462,-0.4005805,-1.405862,-0.8315817,-0.7705489,-0.9762104,-1.272975,-1.108189,-0.8462076,-1.19203,-0.1705887
,0.026190761,-0.008920312,sp|P41818|GLC8_YEAST,sp|P41818|GLC8_YEAST,P41818,Color [DarkGray],1,4,,enzyme activator activity;enzyme inhibitor activity;enzyme regulator activity;phosphatase inhibitor activity;phosphatase regulator activity;protein phosphatase inhibitor activity;protein phosphatase regulator activity,,biological regulation;biosynthetic process;carbohydrate metabolic process;cellular metabolic process;cellular process;chromosome segregation;energy reserve metabolic process;generation of precursor metabolites and energy;macromolecule metabolic process;metabolic process;polysaccharide metabolic process;primary metabolic process,GLC8_YEAST,7,7,7,51.5,51.5,51.5,26.649,0,97.799,840840000,66,-0.9004877,-0.5189764,-0.6501766,-0.6847165,-0.5307564,-1.152398,-0.6204622,-1.270644,-0.7368239,-0.7155282,-0.6973737,-0.07831158
,0.102071282,-0.045470754,sp|P49166|RL37A_YEAST,sp|P49166|RL37A_YEAST,P49166,Color [DarkGray],1,4,,binding;cation binding;ion binding;metal ion binding;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity,cell part;cytosolic large ribosomal subunit;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;organelle part;ribonucleoprotein complex,biosynthetic process;cellular metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,RL37A_YEAST,7,7,3,60.2,60.2,34.1,9.8502,0,17.517,1107200000,66,-0.6023943,0.09395972,-0.7141199,0.04023497,-1.040767,-0.7047541,-0.9198518,-0.1478958,-0.6798933,-0.6986554,-0.621124,-0.2099096
,0.001106875,-0.002065212,sp|P50861|RIB4_YEAST,sp|P50861|RIB4_YEAST,P50861,Color [DarkGray],1,4,,"6,7-dimethyl-8-ribityllumazine synthase activity;catalytic activity;intramolecular transferase activity;intramolecular transferase activity, transferring acyl groups;isomerase activity;transferase activity",cell part;cytoplasmic part;intracellular organelle part;intracellular part;macromolecular complex;membrane-enclosed lumen;mitochondrial intermembrane space;mitochondrial part;organelle envelope lumen;organelle part;protein complex;riboflavin synthase complex,biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;small molecule metabolic process;vitamin metabolic process,RIB4_YEAST,7,7,7,74,74,74,18.555,0,171.11,2148900000,99,-1.440748,-0.7595749,-1.10532,-1.123407,0.4331356,-0.7884966,-0.5850236,-0.2767386,-0.4413851,-0.4372275,-1.080328,-0.4687724
,1.299985985,0.309827119,sp|P52553|PFD6_YEAST,sp|P52553|PFD6_YEAST,P52553,Color [DarkGray],1,4,,binding;cytoskeletal protein binding;protein binding;tubulin binding,cell part;cytoplasm;cytoplasmic part;cytosolic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;nucleus;organelle;prefoldin complex;protein complex,biological regulation;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular process;macromolecular complex assembly;macromolecule metabolic process;metabolic process;primary metabolic process;protein complex assembly;protein folding;protein metabolic process,PFD6_YEAST,7,7,7,71.1,71.1,71.1,13.284,0,81.476,690180000,81,-0.7247718,-0.8212132,-0.646714,-0.8855802,-0.4718467,-0.7610577,-0.8308727,-0.5764419,-0.8522066,-0.5506912,-1.089735,-0.8764551
,0.359055463,0.183531692,sp|Q05359|ERP1_YEAST,sp|Q05359|ERP1_YEAST,Q05359,Color [DarkGray],1,4,,,cell part;coated vesicle;cytoplasmic membrane-bounded vesicle;cytoplasmic part;cytoplasmic vesicle;endoplasmic reticulum membrane;endoplasmic reticulum part;ER to Golgi transport vesicle;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;membrane-bounded organelle;membrane-bounded vesicle;organelle;organelle membrane;organelle part;transport vesicle;vesicle,biological regulation;cellular process;establishment of localization;Golgi vesicle transport;protein transport;transport;vesicle-mediated transport,ERP1_YEAST,7,7,7,43.4,43.4,43.4,24.723,0,162.42,1288200000,94,-0.3051678,-0.7562373,-0.7043962,-1.092097,-0.8711958,-1.019222,-0.5787951,-1.499396,-0.8201804,-0.8998621,-1.032379,-1.462309
,0.321487034,0.183131198,sp|Q06205|FKBP4_YEAST,sp|Q06205|FKBP4_YEAST,Q06205,Color [DarkGray],1,4,,binding;catalytic activity;cis-trans isomerase activity;drug binding;isomerase activity;macrolide binding;peptidyl-prolyl cis-trans isomerase activity,cell part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle,biological regulation;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;histone modification;macromolecular complex assembly;macromolecule metabolic process;macromolecule modification;metabolic process;organelle organization;peptidyl-amino acid modification;primary metabolic process;protein folding;protein metabolic process;protein modification process;regulation of organelle organization;regulation of protein modification process,FKBP4_YEAST,7,6,6,21.9,17.6,17.6,43.903,0,29.219,834430000,39,-0.9241958,-0.8389376,-0.5508426,-0.5304346,-0.7769982,-1.085107,-0.7403107,-1.355703,-0.7137933,-0.8045323,-1.347326,-1.238373
,0.947290594,-0.683438967,sp|Q12165|ATPD_YEAST,sp|Q12165|ATPD_YEAST,Q12165,Color [DarkGray],1,4,,"active transmembrane transporter activity;ATPase activity;ATPase activity, coupled;ATPase activity, coupled to movement of substances;ATPase activity, coupled to transmembrane movement of ions;ATPase activity, coupled to transmembrane movement of substances;catalytic activity;cation transmembrane transporter activity;cation-transporting ATPase activity;hydrogen ion transmembrane transporter activity;hydrogen ion transporting ATP synthase activity, rotational mechanism;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;inorganic cation transmembrane transporter activity;ion transmembrane transporter activity;monovalent inorganic cation transmembrane transporter activity;nucleoside-triphosphatase activity;P-P-bond-hydrolysis-driven transmembrane transporter activity;primary active transmembrane transporter activity;proton-transporting ATPase activity, rotational mechanism;pyrophosphatase activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity","cell part;cytoplasmic part;intracellular organelle part;intracellular part;macromolecular complex;membrane part;mitochondrial membrane part;mitochondrial part;mitochondrial proton-transporting ATP synthase, central stalk;organelle part;protein complex;proton-transporting ATP synthase, central stalk",biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;heterocycle metabolic process;hydrogen transport;ion transport;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process;transmembrane transport;transport,ATPD_YEAST,7,5,5,72.5,67.5,67.5,17.02,0,215.55,1392800000,62,-0.3207782,-0.8118401,-0.9688833,-0.7702547,-1.157732,-0.6708309,-0.3153829,-0.0559821,0.3113332,-0.182638,-0.3930274,-1.628514
,0.134483138,0.157298654,sp|Q12233|ATPN_YEAST,sp|Q12233|ATPN_YEAST,Q12233,Color [DarkGray],1,4,,cation transmembrane transporter activity;hydrogen ion transmembrane transporter activity;inorganic cation transmembrane transporter activity;ion transmembrane transporter activity;monovalent inorganic cation transmembrane transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity,"cell part;cytoplasmic part;intracellular organelle part;intracellular part;macromolecular complex;membrane part;mitochondrial membrane part;mitochondrial part;mitochondrial proton-transporting ATP synthase complex, coupling factor F(o);organelle part;protein complex;proton-transporting ATP synthase complex, coupling factor F(o);proton-transporting two-sector ATPase complex, proton-transporting domain",biosynthetic process;cellular component assembly;cellular component organization;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;heterocycle metabolic process;hydrogen transport;ion transport;macromolecular complex assembly;membrane organization;metabolic process;mitochondrion organization;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;organelle organization;primary metabolic process;protein complex assembly;small molecule metabolic process;transmembrane transport;transport,ATPN_YEAST,7,7,7,61.7,61.7,61.7,12.921,0,38.902,1304000000,44,-0.6293364,-0.6638216,-1.03638,-0.8316934,-0.7113948,-0.7164198,-0.6696374,-0.1741676,-0.4170169,-1.311737,-1.762353,-1.333436
,0.996674151,-0.583280547,sp|P01097|ATIF_YEAST,sp|P01097|ATIF_YEAST,P01097,Color [DarkGray],1,4,,ATPase inhibitor activity;ATPase regulator activity;enzyme inhibitor activity;enzyme regulator activity;nucleoside-triphosphatase regulator activity,cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,biological regulation,ATIF_YEAST,8,8,8,51.8,51.8,51.8,9.87,0,69.559,1767200000,93,0.05706903,0.2095069,-0.6119599,0.1841572,-0.7948936,-1.061712,0.1306943,0.07205114,-0.02299385,0.3768065,0.2923566,0.7446209
,0.419160641,0.166534225,sp|P04161|PUR3_YEAST,sp|P04161|PUR3_YEAST,P04161,Color [DarkGray],1,4,,"catalytic activity;hydroxymethyl-, formyl- and related transferase activity;methyltransferase activity;phosphoribosylglycinamide formyltransferase activity;transferase activity;transferase activity, transferring one-carbon groups",,biosynthetic process;cellular aromatic compound metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;pigment metabolic process;primary metabolic process;small molecule metabolic process,PUR3_YEAST,8,8,8,39.3,39.3,39.3,23.54,0,69.587,737350000,64,-1.129232,-1.066792,-0.6586655,-1.20757,-0.7675344,-0.77632,-0.8349249,-1.34246,-1.117222,-1.003767,-1.102888,-1.459079
