Significant,pvalue,Difference,Protein IDs,Majority protein IDs,uniprot,Symbol color,Symbol type,Symbol size,Show label,GOBP name,GOMF name,GOCC name,Taxonomy,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS Count,oxidized 48h a LFQ,oxidized 72h a LFQ,oxidized 48h b LFQ,oxidized 72h b LFQ,oxidized 48h c LFQ,oxidized 72h c LFQ,reduced 48h a LFQ,reduced 72h a LFQ,reduced 48h b LFQ,reduced 72h b2 LFQ,reduced 48h c LFQ,reduced 72h c LFQ
,0.66421591,0.268278213,sp|P40303|PSA4_YEAST,sp|P40303|PSA4_YEAST,P40303,Color [DarkGray],1,4,,"catalytic activity;endopeptidase activity;hydrolase activity;peptidase activity;peptidase activity, acting on L-amino acid peptides;threonine-type endopeptidase activity;threonine-type peptidase activity","cell part;cytoplasmic part;cytosolic part;cytosolic proteasome complex;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane;membrane part;membrane-bounded organelle;mitochondrion;nuclear outer membrane-endoplasmic reticulum membrane network;nucleus;organelle;proteasome complex;proteasome core complex, alpha-subunit complex;proteasome storage granule;protein complex",catabolic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;proteolysis;proteolysis involved in cellular protein catabolic process,PSA4_YEAST,9,9,9,46.5,46.5,46.5,28.439,0,103.15,2245900000,96,0.2691299,0.3459182,-0.1113925,0.1507011,0.09218735,0.1591817,-0.2119998,-0.3603047,-0.3441058,-0.02084376,-0.1997918,0.2321149
,0.874534046,0.6241233,sp|P41543|OST1_YEAST,sp|P41543|OST1_YEAST,P41543,Color [DarkGray],1,4,,"binding;catalytic activity;dolichyl-diphosphooligosaccharide-protein glycotransferase activity;identical protein binding;oligosaccharyl transferase activity;protein binding;transferase activity;transferase activity, transferring glycosyl groups;transferase activity, transferring hexosyl groups",cell part;cytoplasmic part;endoplasmic reticulum part;integral to membrane;intracellular organelle part;intracellular part;intrinsic to membrane;macromolecular complex;membrane part;oligosaccharyltransferase complex;organelle part;protein complex,carbohydrate metabolic process;cellular metabolic process;cellular process;macromolecule metabolic process;macromolecule modification;metabolic process;peptidyl-amino acid modification;primary metabolic process;protein glycosylation;protein metabolic process;protein modification process,OST1_YEAST,9,9,9,28.6,28.6,28.6,54.071,0,114.85,1355100000,72,-1.432158,-0.9285308,-0.923435,-0.7103924,-0.7144126,-0.1822275,-0.9426851,-0.8990996,-0.6099684,-1.079145,-0.8365327,-1.715276
,0.451983347,0.139789561,sp|P47133|EMC2_YEAST,sp|P47133|EMC2_YEAST,P47133,Color [DarkGray],1,4,,,ER membrane protein complex;macromolecular complex;protein complex,cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein folding;protein metabolic process,EMC2_YEAST,9,9,9,31.8,31.8,31.8,33.855,0,116.55,743040000,67,-0.7572965,-0.5158328,-0.9319161,-0.7558531,-0.9992356,-0.9748603,-1.153701,-0.8952258,-1.106631,-0.9073471,-1.570572,-0.863342
,0.5761498,-0.513097181,sp|P48836|VATG_YEAST,sp|P48836|VATG_YEAST,P48836,Color [DarkGray],1,4,,"active transmembrane transporter activity;ATPase activity;ATPase activity, coupled;ATPase activity, coupled to movement of substances;ATPase activity, coupled to transmembrane movement of ions;ATPase activity, coupled to transmembrane movement of substances;catalytic activity;cation transmembrane transporter activity;cation-transporting ATPase activity;hydrogen ion transmembrane transporter activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;inorganic cation transmembrane transporter activity;ion transmembrane transporter activity;monovalent inorganic cation transmembrane transporter activity;nucleoside-triphosphatase activity;P-P-bond-hydrolysis-driven transmembrane transporter activity;primary active transmembrane transporter activity;proton-transporting ATPase activity, rotational mechanism;pyrophosphatase activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity","cell part;cytoplasmic part;intracellular organelle part;intracellular part;macromolecular complex;membrane part;organelle part;protein complex;proton-transporting two-sector ATPase complex, catalytic domain;proton-transporting V-type ATPase, V1 domain;vacuolar part;vacuolar proton-transporting V-type ATPase, V1 domain",biological regulation;cellular homeostasis;cellular ion homeostasis;cellular process;homeostatic process,VATG_YEAST,9,9,9,47.4,47.4,47.4,12.713,0,117.54,2986700000,128,0.4495385,-0.2402135,-0.5944547,0.3509223,-0.9331276,-0.9831395,0.3599259,0.258437,0.2192497,0.04941281,0.4813185,0.359011
,0.420958976,-0.259640614,sp|P53066|YGZ2_YEAST,sp|P53066|YGZ2_YEAST,P53066,Color [DarkGray],1,4,,,,,YGZ2_YEAST,9,9,9,64.1,64.1,64.1,20.073,0,323.31,1682900000,133,-0.8279966,-1.022982,-0.9042354,-0.8630637,-0.4417578,-0.6537435,-0.5314557,-0.3048558,-0.2673101,-0.3911572,-0.5899528,-1.064855
,0.238112091,0.188960426,sp|P54837|TMEDA_YEAST,sp|P54837|TMEDA_YEAST,P54837,Color [DarkGray],1,4,,,cell part;coated vesicle;cytoplasmic membrane-bounded vesicle;cytoplasmic part;cytoplasmic vesicle;endoplasmic reticulum membrane;endoplasmic reticulum part;ER to Golgi transport vesicle;Golgi apparatus part;Golgi membrane;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;membrane-bounded organelle;membrane-bounded vesicle;organelle;organelle membrane;organelle part;transport vesicle;vesicle,cellular process;establishment of localization;Golgi vesicle transport;protein transport;transport;vesicle-mediated transport,TMEDA_YEAST,9,9,9,47.9,47.9,47.9,24.106,0,137.77,1368000000,103,-1.119062,0.1183564,0.1237644,-0.6442993,-0.8853505,0.2268492,-0.3248708,-0.4399786,-0.3087621,-0.4372573,-0.4588104,0.01126089
,0.332832411,0.083098263,sp|P81449|ATPJ_YEAST,sp|P81449|ATPJ_YEAST,P81449,Color [DarkGray],1,4,,cation transmembrane transporter activity;hydrogen ion transmembrane transporter activity;inorganic cation transmembrane transporter activity;ion transmembrane transporter activity;monovalent inorganic cation transmembrane transporter activity;structural molecule activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity,"cell part;cytoplasmic part;intracellular organelle part;intracellular part;macromolecular complex;membrane part;mitochondrial membrane part;mitochondrial part;mitochondrial proton-transporting ATP synthase complex, coupling factor F(o);organelle part;protein complex;proton-transporting ATP synthase complex, coupling factor F(o);proton-transporting two-sector ATPase complex, proton-transporting domain",biosynthetic process;cellular component assembly;cellular component organization;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;heterocycle metabolic process;hydrogen transport;ion transport;macromolecular complex assembly;membrane organization;metabolic process;mitochondrion organization;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;organelle organization;primary metabolic process;protein complex assembly;small molecule metabolic process;transmembrane transport;transport,ATPJ_YEAST,9,9,9,71.9,71.9,71.9,10.875,0,122.92,3165500000,172,-0.7502638,0.3830795,-0.03638582,0.2487936,-0.4686722,0.04961534,-0.05714963,0.1783887,-0.02321384,0.1792631,0.03140536,0.07454188
,0.800414866,-0.581186155,sp|Q02642|NACB1_YEAST,sp|Q02642|NACB1_YEAST,Q02642,Color [DarkGray],1,4,,binding;protein binding;unfolded protein binding,cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;nascent polypeptide-associated complex;nucleus;organelle;protein complex,biological regulation;biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;protein folding;protein metabolic process;protein targeting;protein transport;RNA metabolic process;transport,NACB1_YEAST,9,9,9,74.5,74.5,74.5,17.02,0,299.09,4168100000,187,0.7091506,-0.7058616,0.9003901,0.2511714,0.4469542,-0.7624998,0.0678852,0.110393,0.06541438,0.3091598,-0.0865244,0.1068157
,0.303148979,-0.243668001,sp|Q03020|ISU1_YEAST,sp|Q03020|ISU1_YEAST,Q03020,Color [DarkGray],1,4,,"2 iron, 2 sulfur cluster binding;binding;cation binding;ferrous iron binding;ion binding;iron ion binding;iron-sulfur cluster binding;metal cluster binding;metal ion binding;transition metal ion binding",cell part;cytoplasmic part;intracellular organelle lumen;intracellular organelle part;intracellular part;membrane-enclosed lumen;mitochondrial matrix;mitochondrial part;organelle lumen;organelle part,biological regulation;biosynthetic process;cellular homeostasis;cellular ion homeostasis;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cofactor metabolic process;homeostatic process;macromolecule metabolic process;macromolecule modification;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA modification;RNA processing;tRNA metabolic process;tRNA processing,ISU1_YEAST,9,9,6,60,60,43,17.895,0,119.15,1117900000,80,-0.7953975,-1.004475,-0.8400762,-0.7699059,-0.1903946,-0.8934937,-0.7584746,-1.11869,-1.738835,-0.7821295,-0.4949113,-0.03605026
,0.309754884,-0.227442573,sp|Q04438|SPG4_YEAST,sp|Q04438|SPG4_YEAST,Q04438,Color [DarkGray],1,4,,,,,SPG4_YEAST,9,9,9,83.5,83.5,83.5,13.18,0,168.59,1149600000,89,-0.9018394,-0.8132641,-0.943508,-1.051095,-0.9807133,-0.9944541,-0.5335292,-1.296596,-0.3862496,-0.5361451,-0.504793,-0.3437451
,0.757936967,0.354698499,sp|Q12164|POM33_YEAST,sp|Q12164|POM33_YEAST,Q12164,Color [DarkGray],1,4,,structural constituent of nuclear pore;structural molecule activity,cell part;cytoplasmic part;endoplasmic reticulum;endoplasmic reticulum membrane;endoplasmic reticulum part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane part;membrane-bounded organelle;nuclear part;nuclear pore;organelle;organelle membrane;organelle part;pore complex;protein complex,cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular process;establishment of localization;macromolecular complex assembly;nucleobase-containing compound transport;nucleus organization;organelle organization;protein complex assembly;protein transport;transport,POM33_YEAST,9,9,9,22.2,22.2,22.2,32.186,0,84.602,1179000000,70,-0.3683622,-0.9426283,-0.2774002,-0.9858305,-0.9889672,-0.3442673,-1.136021,-0.9955654,-1.19956,-1.160766,-0.2406756,-1.18049
,1.288378782,0.530146519,sp|Q12289|CRC1_YEAST,sp|Q12289|CRC1_YEAST,Q12289,Color [DarkGray],1,4,,active transmembrane transporter activity;antiporter activity;carnitine:acyl carnitine antiporter activity;secondary active transmembrane transporter activity;solute:solute antiporter activity;transmembrane transporter activity;transporter activity,cell part;cytoplasmic part;integral to membrane;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;mitochondrial inner membrane;mitochondrial membrane;mitochondrial part;organelle inner membrane;organelle membrane;organelle part,cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;establishment of localization;lipid metabolic process;metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process;transmembrane transport;transport,CRC1_YEAST,9,9,9,37.3,37.3,37.3,34.754,0,172.96,485920000,49,-0.684644,-1.042332,-0.5874012,-0.5007293,-0.6605343,-0.6468589,-0.7421502,-1.086993,-0.7693458,-1.243446,-1.12229,-1.449921
,1.195140621,-0.597661145,sp|P0CT04|IPB2_YEAST,sp|P0CT04|IPB2_YEAST,P0CT04,Color [DarkGray],1,4,,endopeptidase inhibitor activity;endopeptidase regulator activity;enzyme inhibitor activity;enzyme regulator activity;peptidase inhibitor activity;peptidase regulator activity;serine-type endopeptidase inhibitor activity,cell part;cytoplasmic part;fungal-type vacuole;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;lytic vacuole;membrane-bounded organelle;nucleus;organelle;storage vacuole;vacuole,biological regulation;cellular component organization;cellular membrane organization;cellular process;establishment of localization;membrane fusion;membrane organization;organelle organization;protein transport;transport;vacuole organization,IPB2_YEAST,10,10,10,89.3,89.3,89.3,8.5897,0,323.31,6800900000,155,0.2528788,-0.4002365,-0.8865167,0.1966437,-0.9620268,-0.08670608,0.5994254,0.1987515,0.2247688,0.561688,0.5960416,0.742245
,0.249468135,-0.2968541,sp|P17695|GLRX2_YEAST,sp|P17695|GLRX2_YEAST,P17695,Color [DarkGray],1,4,,"antioxidant activity;catalytic activity;disulfide oxidoreductase activity;electron carrier activity;glutathione peroxidase activity;glutathione transferase activity;oxidoreductase activity;oxidoreductase activity, acting on a sulfur group of donors;oxidoreductase activity, acting on peroxide as acceptor;peroxidase activity;protein disulfide oxidoreductase activity;transferase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups",cell part;cytoplasmic part;cytosol;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,amine metabolic process;biological regulation;cellular amino acid metabolic process;cellular homeostasis;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;homeostatic process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;peptide metabolic process;primary metabolic process;response to chemical stimulus;response to oxidative stress;response to stimulus;response to stress;small molecule metabolic process;sulfur compound metabolic process,GLRX2_YEAST,10,10,10,72.7,72.7,72.7,15.861,0,164.31,4131000000,136,-0.8093503,0.547194,-0.7958592,-0.3707093,-0.7689726,-0.9388241,0.1259112,0.003664349,0.100197,-0.258931,-0.2209616,0.3834896
,0.850631375,0.33259813,sp|P20434|RPAB1_YEAST,sp|P20434|RPAB1_YEAST,P20434,Color [DarkGray],1,4,,"binding;catalytic activity;DNA binding;DNA-directed RNA polymerase activity;nucleic acid binding;nucleotidyltransferase activity;RNA polymerase activity;RNA polymerase I activity;transferase activity;transferase activity, transferring phosphorus-containing groups","cell part;DNA-directed RNA polymerase complex;DNA-directed RNA polymerase I complex;DNA-directed RNA polymerase II, core complex;DNA-directed RNA polymerase III complex;intracellular organelle part;intracellular part;macromolecular complex;nuclear DNA-directed RNA polymerase complex;nuclear part;nucleolar part;nucleoplasm;nucleoplasm part;organelle part;protein complex;RNA polymerase complex",biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;ribosome biogenesis;RNA metabolic process;transcription from RNA polymerase I promoter;transcription from RNA polymerase II promoter;transcription from RNA polymerase III promoter,RPAB1_YEAST,10,10,10,44.2,44.2,44.2,25.079,0,84.007,698220000,49,-1.088524,-0.6990623,-1.520273,-0.71126,-0.8995845,-0.8503343,-1.400071,-1.345295,-1.01022,-1.160414,-1.617141,-0.7527422
